epoch,accuracy,loss,val_accuracy,val_loss
0,0.5681999921798706,1.3620822429656982,0.6000000238418579,1.09907865524292
1,0.632016658782959,1.021553874015808,0.6593999862670898,0.9770292043685913
2,0.6635333299636841,0.9475712180137634,0.6765000224113464,0.9286518692970276
3,0.6797999739646912,0.9116759300231934,0.6736000180244446,0.9073582887649536
4,0.6886666417121887,0.8938826322555542,0.6905999779701233,0.894631564617157
